Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Erik Goeddel (11058119),Erik Goeddel,11058119,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,4.18
RP,Jesen Therrien (11058142),Jesen Therrien,11058142,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,0
RP,Tony Cingrani (11058159),Tony Cingrani,11058159,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,3.12
RP,Sam Howard (11058174),Sam Howard,11058174,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,1.65
RP,JT Chargois (11058177),JT Chargois,11058177,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,3.08
RP,Yency Almonte (11058188),Yency Almonte,11058188,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,3.75
SP,Jordan Sheffield (11058219),Jordan Sheffield,11058219,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,0
RP,Harrison Musgrave (11058223),Harrison Musgrave,11058223,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,2.75
SP,Mike Nikorak (11058266),Mike Nikorak,11058266,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,0
SP,Peter Lambert (11058270),Peter Lambert,11058270,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,0
SP,Riley Pint (11058284),Riley Pint,11058284,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,0
SP,Dustin May (11058293),Dustin May,11058293,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,0
SP,David Hess (11057188),David Hess,11057188,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,5.92
OF,Jackie Bradley Jr. (11057290),Jackie Bradley Jr.,11057290,OF,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,6.74
3B,Renato Nunez (11057297),Renato Nunez,11057297,3B,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,5.03
OF,Joey Rickard (11057298),Joey Rickard,11057298,OF,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,5.10
RP,Yefry Ramirez (11058002),Yefry Ramirez,11058002,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,9.47
SP,Brandon Workman (11058056),Brandon Workman,11058056,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,3.24
RP,Jhan Marinez (11058064),Jhan Marinez,11058064,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0.4
RP,Craig Kimbrel (11058069),Craig Kimbrel,11058069,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,4.26
SP,Tim Melville (11058070),Tim Melville,11058070,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Richard Bleier (11058074),Richard Bleier,11058074,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,2.48
RP,Mychal Givens (11058092),Mychal Givens,11058092,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,2.80
SP,David Holmberg (11058094),David Holmberg,11058094,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
SP,Joe Kelly (11058095),Joe Kelly,11058095,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,2.56
RP,Austin Maddox (11058105),Austin Maddox,11058105,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
RP,Matt Barnes (11058118),Matt Barnes,11058118,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,4.57
RP,Tyler Thornburg (11058120),Tyler Thornburg,11058120,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,2.49
SP,Asher Wojciechowski (11058125),Asher Wojciechowski,11058125,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Heath Hembree (11058131),Heath Hembree,11058131,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,3.40
RP,Jeff Ferrell (11058138),Jeff Ferrell,11058138,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Chris Lee (11058143),Chris Lee,11058143,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Jayson Aquino (11058145),Jayson Aquino,11058145,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Pedro Araujo (11058154),Pedro Araujo,11058154,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,2.38
RP,Carson Smith (11058160),Carson Smith,11058160,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,2.68
SP,Ty Buttrey (11058186),Ty Buttrey,11058186,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
RP,Evan Phillips (11058191),Evan Phillips,11058191,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0.51
RP,Miguel Castro (11058196),Miguel Castro,11058196,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,2.93
RP,Paul Fry (11058217),Paul Fry,11058217,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,2.97
RP,Donnie Hart (11058220),Donnie Hart,11058220,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0.95
SP,Mike Shawaryn (11058224),Mike Shawaryn,11058224,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Jake Thompson (11058228),Jake Thompson,11058228,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Darwinzon Hernandez (11058234),Darwinzon Hernandez,11058234,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
RP,Tanner Scott (11058243),Tanner Scott,11058243,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,3.27
SP,Tanner Houck (11058245),Tanner Houck,11058245,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Roniel Raudes (11058259),Roniel Raudes,11058259,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Travis Lakins (11058261),Travis Lakins,11058261,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Cody Sedlock (11058263),Cody Sedlock,11058263,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Cody Carroll (11058280),Cody Carroll,11058280,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0.33
SP,Matthias Dietz (11058281),Matthias Dietz,11058281,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
SP,Bryan Mata (11058282),Bryan Mata,11058282,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,Jason Groome (11058286),Jason Groome,11058286,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BOS,0
SP,DL Hall (11058301),DL Hall,11058301,P,4000,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
2B/3B,Jedd Gyorko (11057291),Jedd Gyorko,11057291,2B/3B,4000,STL@KC 08/11/2018 07:15PM ET,STL,5.13
2B/OF,Whit Merrifield (11057293),Whit Merrifield,11057293,2B/OF,4000,STL@KC 08/11/2018 07:15PM ET,KC,8.21
RP,Blaine Boyer (11058005),Blaine Boyer,11058005,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,-0.36
SP,Wily Peralta (11058028),Wily Peralta,11058028,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,2.49
RP,Bud Norris (11058038),Bud Norris,11058038,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,3.60
RP,Luke Gregerson (11058044),Luke Gregerson,11058044,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,1.21
RP,Brett Cecil (11058049),Brett Cecil,11058049,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,0.85
RP,Brian Flynn (11058082),Brian Flynn,11058082,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,2.84
RP,Brandon Maurer (11058083),Brandon Maurer,11058083,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0.07
RP,Trevor Rosenthal (11058101),Trevor Rosenthal,11058101,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,0
RP,Jason Adam (11058130),Jason Adam,11058130,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,2.7
RP,Chasen Shreve (11058132),Chasen Shreve,11058132,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,2.95
RP,Ryan Sherriff (11058141),Ryan Sherriff,11058141,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,0.83
RP,Tyler Webb (11058175),Tyler Webb,11058175,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,2.04
RP,Dominic Leone (11058179),Dominic Leone,11058179,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,2.53
SP,Kyle Zimmer (11058180),Kyle Zimmer,11058180,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0
RP,Mike Mayers (11058197),Mike Mayers,11058197,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,2.99
SP,Conner Greene (11058208),Conner Greene,11058208,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,0
RP,Kevin McCarthy (11058216),Kevin McCarthy,11058216,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,2.46
RP,Glenn Sparkman (11058218),Glenn Sparkman,11058218,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,3.8
SP,Dakota Hudson (11058225),Dakota Hudson,11058225,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,5.62
SP,Foster Griffin (11058238),Foster Griffin,11058238,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0
SP,Scott Blewett (11058241),Scott Blewett,11058241,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0
SP,Trevor Oaks (11058246),Trevor Oaks,11058246,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,3.14
RP,Tim Hill (11058251),Tim Hill,11058251,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,1.55
SP,Junior Fernandez (11058256),Junior Fernandez,11058256,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,0
SP,Nolan Watson (11058267),Nolan Watson,11058267,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0
RP,Jordan Hicks (11058275),Jordan Hicks,11058275,P,4000,STL@KC 08/11/2018 07:15PM ET,STL,2.87
SP,Richard Lovelady (11058294),Richard Lovelady,11058294,P,4000,STL@KC 08/11/2018 07:15PM ET,KC,0
C,Francisco Cervelli (11057287),Francisco Cervelli,11057287,C,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,7.61
SP,Matt Cain (11058012),Matt Cain,11058012,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,0
RP,Mark Melancon (11058040),Mark Melancon,11058040,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,1.80
RP,Tony Watson (11058041),Tony Watson,11058041,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,3.22
RP,Sam Dyson (11058043),Sam Dyson,11058043,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,2.55
RP,Hunter Strickland (11058058),Hunter Strickland,11058058,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,2.88
RP,Will Smith (11058075),Will Smith,11058075,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,4.02
RP,Chris Heston (11058084),Chris Heston,11058084,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,0
RP,Bo Schultz (11058090),Bo Schultz,11058090,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
SP,Nik Turley (11058091),Nik Turley,11058091,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
RP,Pierce Johnson (11058099),Pierce Johnson,11058099,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,2.40
RP,Derek Law (11058103),Derek Law,11058103,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,1.95
RP,Felipe Vazquez (11058111),Felipe Vazquez,11058111,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,3.71
RP,Jose Valdez (11058113),Jose Valdez,11058113,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,-0.04
RP,A.J. Schugel (11058121),A.J. Schugel,11058121,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
RP,Richard Rodriguez (11058122),Richard Rodriguez,11058122,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,3.73
RP,Casey Sadler (11058136),Casey Sadler,11058136,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0.28
RP,Dovydas Neverauskas (11058137),Dovydas Neverauskas,11058137,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0.94
RP,Ray Black (11058150),Ray Black,11058150,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,3.74
RP,Reyes Moronta (11058155),Reyes Moronta,11058155,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,3.78
RP,Kyle Crick (11058156),Kyle Crick,11058156,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,3.07
SP,Clay Holmes (11058161),Clay Holmes,11058161,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,3.43
RP,Nick Burdi (11058168),Nick Burdi,11058168,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
RP,Keone Kela (11058172),Keone Kela,11058172,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,3.50
SP,Jordan Johnson (11058173),Jordan Johnson,11058173,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,0
SP,Taylor Hearn (11058190),Taylor Hearn,11058190,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
RP,Julian Fernandez (11058201),Julian Fernandez,11058201,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,0
SP,Garrett Williams (11058222),Garrett Williams,11058222,P,4000,PIT@SF 08/11/2018 09:05PM ET,SF,0
RP,Edgar Santana (11058253),Edgar Santana,11058253,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,2.82
SP,Shane Baz (11058299),Shane Baz,11058299,P,4000,PIT@SF 08/11/2018 09:05PM ET,PIT,0
3B,Matt Chapman (11057301),Matt Chapman,11057301,3B,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,8.02
RP,Fernando Rodney (11058003),Fernando Rodney,11058003,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,3.12
RP,Jim Johnson (11058007),Jim Johnson,11058007,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.78
RP,Chris Smith (11058010),Chris Smith,11058010,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
RP,Yusmeiro Petit (11058015),Yusmeiro Petit,11058015,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,3.76
RP,Ryan Buchter (11058031),Ryan Buchter,11058031,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,2.40
RP,Blake Wood (11058035),Blake Wood,11058035,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.66
RP,Chris Hatcher (11058037),Chris Hatcher,11058037,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,2.61
RP,Blake Parker (11058042),Blake Parker,11058042,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,3.25
RP,Shawn Kelley (11058051),Shawn Kelley,11058051,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,2.72
RP,Taylor Cole (11058062),Taylor Cole,11058062,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,7.81
RP,Jose Alvarez (11058066),Jose Alvarez,11058066,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.43
RP,Jeurys Familia (11058087),Jeurys Familia,11058087,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,3.97
RP,Josh Lucas (11058106),Josh Lucas,11058106,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,3.08
RP,Vicente Campos (11058110),Vicente Campos,11058110,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,0
RP,Hansel Robles (11058114),Hansel Robles,11058114,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.99
SP,Raul Alcantara (11058123),Raul Alcantara,11058123,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
RP,Cam Bedrosian (11058126),Cam Bedrosian,11058126,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.46
RP,Blake Treinen (11058135),Blake Treinen,11058135,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,5.35
RP,Williams Jerez (11058157),Williams Jerez,11058157,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,5.9
RP,Keynan Middleton (11058206),Keynan Middleton,11058206,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,3.08
RP,Emilio Pagan (11058210),Emilio Pagan,11058210,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,3.56
RP,Lou Trivino (11058214),Lou Trivino,11058214,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,4.88
SP,Norge Ruiz (11058232),Norge Ruiz,11058232,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
RP,Jake Jewell (11058248),Jake Jewell,11058248,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,-0.17
RP,Justin Anderson (11058249),Justin Anderson,11058249,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,3.66
SP,Griffin Canning (11058252),Griffin Canning,11058252,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,0
SP,Dakota Chalmers (11058273),Dakota Chalmers,11058273,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
SP,Chris Rodriguez (11058291),Chris Rodriguez,11058291,P,4000,OAK@LAA 08/11/2018 09:07PM ET,LAA,0
SP,Jesus Luzardo (11058292),Jesus Luzardo,11058292,P,4000,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
OF,Hunter Renfroe (11057296),Hunter Renfroe,11057296,OF,4000,PHI@SD 08/11/2018 08:40PM ET,SD,6.64
OF,Dylan Cozens (11057299),Dylan Cozens,11057299,OF,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,1.79
RP,Chris Young (11058006),Chris Young,11058006,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
RP,Pat Neshek (11058011),Pat Neshek,11058011,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,2.94
RP,Craig Stammen (11058025),Craig Stammen,11058025,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,4.12
RP,Pedro Beato (11058034),Pedro Beato,11058034,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,0
RP,Tommy Hunter (11058052),Tommy Hunter,11058052,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,2.28
RP,Luis Garcia (11058063),Luis Garcia,11058063,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,2.43
RP,Robert Stock (11058093),Robert Stock,11058093,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,3.74
RP,Aaron Loup (11058097),Aaron Loup,11058097,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,1.72
RP,Kirby Yates (11058112),Kirby Yates,11058112,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,4.23
SP,Dillon Overton (11058139),Dillon Overton,11058139,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
RP,Colten Brewer (11058158),Colten Brewer,11058158,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,2.14
RP,Seranthony Dominguez (11058182),Seranthony Dominguez,11058182,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,4.28
RP,Miguel Diaz (11058183),Miguel Diaz,11058183,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,13.9
RP,Trey Wingenter (11058192),Trey Wingenter,11058192,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,5.25
RP,Jose Castillo (11058230),Jose Castillo,11058230,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,3.73
RP,Victor Arano (11058231),Victor Arano,11058231,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,3.58
RP,Austin Davis (11058244),Austin Davis,11058244,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,3.90
SP,Franklyn Kilome (11058255),Franklyn Kilome,11058255,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,0
SP,Adonis Medina (11058257),Adonis Medina,11058257,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,0
SP,Anderson Espinoza (11058260),Anderson Espinoza,11058260,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,Austin Smith (11058271),Austin Smith,11058271,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,Logan Allen (11058277),Logan Allen,11058277,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,Chris Paddack (11058278),Chris Paddack,11058278,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
RP,Phil Maton (11058279),Phil Maton,11058279,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,2.79
SP,Kevin Gowdy (11058287),Kevin Gowdy,11058287,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,0
SP,JoJo Romero (11058289),JoJo Romero,11058289,P,4000,PHI@SD 08/11/2018 08:40PM ET,PHI,0
SP,Michel Baez (11058296),Michel Baez,11058296,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,Adrian Morejon (11058297),Adrian Morejon,11058297,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,MacKenzie Gore (11058298),MacKenzie Gore,11058298,P,4000,PHI@SD 08/11/2018 08:40PM ET,SD,0
OF,Michael Conforto (11057300),Michael Conforto,11057300,OF,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,6.70
RP,Jerry Blevins (11058017),Jerry Blevins,11058017,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.57
RP,Anthony Swarzak (11058018),Anthony Swarzak,11058018,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,2.13
RP,Javy Guerra (11058020),Javy Guerra,11058020,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,2.22
SP,Drew Gagnon (11058078),Drew Gagnon,11058078,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,-1.5
RP,AJ Ramos (11058100),AJ Ramos,11058100,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.75
RP,Bobby Wahl (11058144),Bobby Wahl,11058144,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.25
RP,Tayron Guerrero (11058147),Tayron Guerrero,11058147,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,2.96
RP,Severino Gonzalez (11058152),Severino Gonzalez,11058152,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
RP,Drew Rucinski (11058164),Drew Rucinski,11058164,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,4.55
RP,Brett Graves (11058169),Brett Graves,11058169,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0.82
RP,Kyle Barraclough (11058171),Kyle Barraclough,11058171,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,2.61
RP,Drew Steckenrider (11058178),Drew Steckenrider,11058178,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,2.94
RP,Nick Wittgren (11058181),Nick Wittgren,11058181,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,2.67
RP,Jamie Callahan (11058185),Jamie Callahan,11058185,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
RP,Brian Ellington (11058187),Brian Ellington,11058187,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
SP,Brett Lilek (11058193),Brett Lilek,11058193,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
RP,Jacob Rhame (11058209),Jacob Rhame,11058209,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.18
RP,Tyler Bashlor (11058213),Tyler Bashlor,11058213,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.84
RP,Tyler Kinley (11058215),Tyler Kinley,11058215,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,-2.58
SP,Anthony Kay (11058221),Anthony Kay,11058221,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
SP,Justin Dunn (11058227),Justin Dunn,11058227,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
SP,David Peterson (11058250),David Peterson,11058250,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
SP,Nick Neidert (11058272),Nick Neidert,11058272,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
RP,Drew Smith (11058274),Drew Smith,11058274,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,2.2
SP,Thomas Szapucki (11058276),Thomas Szapucki,11058276,P,4000,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
SP,Braxton Garrett (11058285),Braxton Garrett,11058285,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
RP,Trevor Rogers (11058300),Trevor Rogers,11058300,P,4000,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
3B/OF,Charlie Culberson (11057311),Charlie Culberson,11057311,3B/OF,3900,MIL@ATL 08/11/2018 07:10PM ET,ATL,5.83
OF,Keon Broxton (11057316),Keon Broxton,11057316,OF,3900,MIL@ATL 08/11/2018 07:10PM ET,MIL,5
OF,Ender Inciarte (11057320),Ender Inciarte,11057320,OF,3900,MIL@ATL 08/11/2018 07:10PM ET,ATL,7.51
OF,Daniel Palka (11057324),Daniel Palka,11057324,OF,3900,CLE@CWS 08/11/2018 07:10PM ET,CWS,6.89
2B,Robinson Cano (11057304),Robinson Cano,11057304,2B,3900,SEA@HOU 08/11/2018 07:10PM ET,SEA,8.03
OF,Josh Reddick (11057307),Josh Reddick,11057307,OF,3900,SEA@HOU 08/11/2018 07:10PM ET,HOU,6.59
OF/SS,Marwin Gonzalez (11057309),Marwin Gonzalez,11057309,SS/OF,3900,SEA@HOU 08/11/2018 07:10PM ET,HOU,6.05
OF,Mitch Haniger (11057319),Mitch Haniger,11057319,OF,3900,SEA@HOU 08/11/2018 07:10PM ET,SEA,8.37
OF,Ben Gamel (11057323),Ben Gamel,11057323,OF,3900,SEA@HOU 08/11/2018 07:10PM ET,SEA,5.15
OF,Tony Kemp (11057327),Tony Kemp,11057327,OF,3900,SEA@HOU 08/11/2018 07:10PM ET,HOU,6.35
3B/SS,Tim Beckham (11057313),Tim Beckham,11057313,3B/SS,3900,BOS@BAL 08/11/2018 07:05PM ET,BAL,6.21
2B,Jonathan Villar (11057321),Jonathan Villar,11057321,2B,3900,BOS@BAL 08/11/2018 07:05PM ET,BAL,5.67
C,Yadier Molina (11057303),Yadier Molina,11057303,C,3900,STL@KC 08/11/2018 07:15PM ET,STL,7.73
SS,Paul DeJong (11057328),Paul DeJong,11057328,SS,3900,STL@KC 08/11/2018 07:15PM ET,STL,7.31
OF,Andrew McCutchen (11057305),Andrew McCutchen,11057305,OF,3900,PIT@SF 08/11/2018 09:05PM ET,SF,7.73
3B,Evan Longoria (11057306),Evan Longoria,11057306,3B,3900,PIT@SF 08/11/2018 09:05PM ET,SF,6.95
OF,Gorkys Hernandez (11057308),Gorkys Hernandez,11057308,OF,3900,PIT@SF 08/11/2018 09:05PM ET,SF,5.71
2B,Josh Harrison (11057315),Josh Harrison,11057315,2B,3900,PIT@SF 08/11/2018 09:05PM ET,PIT,6.51
1B,Albert Pujols (11057302),Albert Pujols,11057302,1B,3900,OAK@LAA 08/11/2018 09:07PM ET,LAA,7.14
3B,Maikel Franco (11057325),Maikel Franco,11057325,3B,3900,PHI@SD 08/11/2018 08:40PM ET,PHI,6.70
OF,Travis Jankowski (11057326),Travis Jankowski,11057326,OF,3900,PHI@SD 08/11/2018 08:40PM ET,SD,5.73
